order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sell_price
358,"2023-01-26 00:00:00","Standard Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Paper,OFF-PA-10002713,5,0.60,29.40
359,"2023-11-05 00:00:00","Standard Class",Corporate,"United States",Charlotte,"North Carolina",28205,South,"Office Supplies",Paper,OFF-PA-10002666,5,1.60,38.40
360,"2022-08-22 00:00:00","First Class",Corporate,"United States",Columbus,Georgia,31907,South,"Office Supplies",Appliances,OFF-AP-10001124,8,19.50,630.50
361,"2022-12-07 00:00:00","First Class",Corporate,"United States",Columbus,Georgia,31907,South,"Office Supplies",Labels,OFF-LA-10001158,2,0.80,19.20
362,"2022-10-31 00:00:00","Standard Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Labels,OFF-LA-10001158,2,0.40,19.60
363,"2023-01-25 00:00:00","Standard Class",Consumer,"United States","New York City","New York",10009,East,Furniture,Chairs,FUR-CH-10000785,3,19.60,470.40
364,"2023-09-20 00:00:00","Standard Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Art,OFF-AR-10003732,2,0.20,9.80
365,"2022-10-14 00:00:00","Standard Class",Consumer,"United States","New York City","New York",10009,East,Furniture,Furnishings,FUR-FU-10000023,8,2.00,48.00
366,"2022-08-15 00:00:00","Standard Class",Consumer,"United States","San Francisco",California,94109,West,"Office Supplies",Storage,OFF-ST-10001713,4,10.50,199.50
367,"2023-05-31 00:00:00","Same Day",Corporate,"United States",Manchester,Connecticut,6040,East,"Office Supplies",Binders,OFF-BI-10002412,4,0.60,19.40
368,"2022-07-15 00:00:00","Same Day",Corporate,"United States",Manchester,Connecticut,6040,East,"Office Supplies",Supplies,OFF-SU-10001225,2,0.30,9.70
369,"2023-01-30 00:00:00","Same Day",Corporate,"United States",Manchester,Connecticut,6040,East,"Office Supplies",Storage,OFF-ST-10002406,7,3.00,97.00
370,"2022-10-29 00:00:00","Same Day",Corporate,"United States",Manchester,Connecticut,6040,East,Furniture,Bookcases,FUR-BO-10002545,4,52.00,988.00
371,"2022-09-23 00:00:00","Standard Class",Consumer,"United States",Harlingen,Texas,78550,Central,"Office Supplies",Paper,OFF-PA-10002036,5,1.50,28.50
372,"2022-04-28 00:00:00","Standard Class",Consumer,"United States",Harlingen,Texas,78550,Central,"Office Supplies",Storage,OFF-ST-10002205,3,1.50,48.50
373,"2022-09-27 00:00:00","Standard Class",Consumer,"United States",Tucson,Arizona,85705,West,"Office Supplies",Binders,OFF-BI-10001982,5,0.30,9.70
374,"2022-03-02 00:00:00","Standard Class",Consumer,"United States",Tucson,Arizona,85705,West,Technology,Accessories,TEC-AC-10003911,8,20.40,999.60
375,"2022-11-17 00:00:00","Standard Class",Consumer,"United States",Tucson,Arizona,85705,West,"Office Supplies",Art,OFF-AR-10000658,1,0.20,9.80
376,"2023-05-16 00:00:00","Standard Class",Consumer,"United States",Tucson,Arizona,85705,West,Technology,Accessories,TEC-AC-10002076,10,19.20,460.80
377,"2022-11-05 00:00:00","First Class",Corporate,"United States",Quincy,Illinois,62301,Central,"Office Supplies",Paper,OFF-PA-10003039,4,3.00,97.00
378,"2023-02-25 00:00:00","Standard Class",Corporate,"United States",Franklin,Massachusetts,2038,East,Furniture,Tables,FUR-TA-10004915,7,29.80,1460.20
379,"2023-05-17 00:00:00","Standard Class",Consumer,"United States",Houston,Texas,77095,Central,"Office Supplies",Appliances,OFF-AP-10000696,3,0.50,9.50
380,"2023-12-19 00:00:00","Standard Class",Consumer,"United States",Houston,Texas,77095,Central,"Office Supplies",Storage,OFF-ST-10003327,3,0.60,19.40
381,"2023-09-05 00:00:00","Standard Class",Consumer,"United States",Houston,Texas,77095,Central,"Office Supplies",Binders,OFF-BI-10000309,4,0.30,9.70
382,"2023-05-20 00:00:00","First Class",Corporate,"United States","San Francisco",California,94109,West,"Office Supplies",Paper,OFF-PA-10004734,7,2.50,47.50
383,"2023-04-22 00:00:00","First Class",Corporate,"United States","San Francisco",California,94109,West,"Office Supplies",Binders,OFF-BI-10002225,3,2.50,47.50
384,"2023-03-21 00:00:00","Second Class",Corporate,"United States",Taylor,Michigan,48180,Central,Technology,Accessories,TEC-AC-10004708,2,0.80,39.20
385,"2023-02-08 00:00:00","Standard Class",Consumer,"United States","Pembroke Pines",Florida,33024,South,Furniture,Tables,FUR-TA-10000617,3,15.20,364.80
386,"2023-01-27 00:00:00","Standard Class",Consumer,"United States","Pembroke Pines",Florida,33024,South,Technology,Accessories,TEC-AC-10002335,3,2.40,77.60
387,"2023-10-07 00:00:00","Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,Technology,Machines,TEC-MA-10001681,4,9.60,470.40
388,"2023-03-04 00:00:00","Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10001935,1,0.00,0.00
389,"2023-08-26 00:00:00","First Class",Consumer,"United States",Cincinnati,Ohio,45231,East,"Office Supplies",Art,OFF-AR-10004757,1,0.00,0.00
390,"2023-03-25 00:00:00","Standard Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Binders,OFF-BI-10000050,4,0.40,19.60
391,"2023-03-14 00:00:00","Standard Class",Consumer,"United States","New York City","New York",10009,East,Technology,Accessories,TEC-AC-10001998,2,2.00,38.00
392,"2022-05-27 00:00:00","Second Class",Consumer,"United States","Des Moines",Washington,98198,West,Technology,Phones,TEC-PH-10003012,2,10.00,240.00
393,"2022-12-19 00:00:00","Second Class",Consumer,"United States","Des Moines",Washington,98198,West,Technology,Copiers,TEC-CO-10002313,3,36.00,1764.00
394,"2022-11-03 00:00:00","Second Class",Corporate,"United States",Peoria,Illinois,61604,Central,"Office Supplies",Binders,OFF-BI-10003982,3,0.20,9.80
395,"2022-06-26 00:00:00","Standard Class","Home Office","United States","Las Vegas",Nevada,89115,West,"Office Supplies",Binders,OFF-BI-10004492,3,2.40,77.60
396,"2022-08-23 00:00:00","Second Class",Corporate,"United States",Warwick,"Rhode Island",2886,East,"Office Supplies",Storage,OFF-ST-10000798,2,1.50,48.50
397,"2023-09-23 00:00:00","Second Class",Corporate,"United States",Warwick,"Rhode Island",2886,East,"Office Supplies",Paper,OFF-PA-10002552,2,0.20,9.80
398,"2022-02-02 00:00:00","Standard Class","Home Office","United States",Jackson,Michigan,49201,Central,"Office Supplies",Supplies,OFF-SU-10002573,4,3.50,66.50
399,"2023-11-29 00:00:00","Second Class",Consumer,"United States",Houston,Texas,77036,Central,"Office Supplies",Storage,OFF-ST-10001580,3,1.20,38.80
400,"2022-03-13 00:00:00","Second Class",Consumer,"United States",Houston,Texas,77036,Central,Furniture,Bookcases,FUR-BO-10004834,4,120.00,2280.00
401,"2022-10-22 00:00:00","Second Class",Consumer,"United States",Houston,Texas,77036,Central,"Office Supplies",Storage,OFF-ST-10000934,4,6.50,123.50
402,"2023-02-11 00:00:00","Second Class",Consumer,"United States",Houston,Texas,77036,Central,Technology,Accessories,TEC-AC-10000158,2,1.80,58.20
403,"2023-03-06 00:00:00","First Class",Consumer,"United States",Miami,Florida,33180,South,"Office Supplies",Paper,OFF-PA-10001947,2,0.20,9.80
404,"2023-12-04 00:00:00","Standard Class",Corporate,"United States",Wilmington,"North Carolina",28403,South,"Office Supplies",Art,OFF-AR-10003478,6,1.60,38.40
405,"2023-02-12 00:00:00","Standard Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Appliances,OFF-AP-10004249,3,1.20,38.80
406,"2023-04-02 00:00:00","Standard Class",Consumer,"United States","San Francisco",California,94110,West,Technology,Accessories,TEC-AC-10000158,5,7.20,172.80
407,"2022-08-09 00:00:00","Standard Class",Consumer,"United States","San Francisco",California,94110,West,Technology,Copiers,TEC-CO-10004115,3,60.00,1140.00
408,"2022-05-25 00:00:00","Standard Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Paper,OFF-PA-10003724,5,1.20,28.80
409,"2022-08-28 00:00:00","Standard Class",Consumer,"United States","San Francisco",California,94110,West,Furniture,Tables,FUR-TA-10002041,7,40.00,960.00
410,"2022-11-25 00:00:00","Standard Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Paper,OFF-PA-10002893,1,0.30,9.70
411,"2023-12-19 00:00:00","Standard Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Labels,OFF-LA-10003766,9,1.20,28.80
412,"2023-01-13 00:00:00","Standard Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Paper,OFF-PA-10001970,1,3.00,57.00
413,"2022-05-11 00:00:00","Standard Class",Consumer,"United States","San Francisco",California,94110,West,Furniture,Bookcases,FUR-BO-10001972,13,53.60,1286.40
414,"2023-12-31 00:00:00","Standard Class",Consumer,"United States","San Francisco",California,94110,West,Furniture,Chairs,FUR-CH-10003956,2,5.50,104.50
415,"2023-12-08 00:00:00","Standard Class",Corporate,"United States",Seattle,Washington,98105,West,"Office Supplies",Paper,OFF-PA-10000157,7,4.20,135.80
416,"2022-08-05 00:00:00","Standard Class",Corporate,"United States",Seattle,Washington,98105,West,Furniture,Chairs,FUR-CH-10001891,4,6.20,303.80
417,"2023-07-10 00:00:00","Standard Class",Consumer,"United States","Huntington Beach",California,92646,West,"Office Supplies",Art,OFF-AR-10004344,8,5.00,95.00
418,"2022-08-20 00:00:00","Standard Class",Consumer,"United States","Los Angeles",California,90004,West,Furniture,Chairs,FUR-CH-10004886,5,15.20,364.80
419,"2022-07-20 00:00:00","Standard Class",Corporate,"United States",Richmond,Kentucky,40475,South,"Office Supplies",Paper,OFF-PA-10003845,1,0.50,9.50
420,"2022-10-20 00:00:00","Standard Class",Corporate,"United States","Los Angeles",California,90045,West,"Office Supplies",Art,OFF-AR-10001573,4,0.40,9.60
421,"2022-02-10 00:00:00","Standard Class",Corporate,"United States","Los Angeles",California,90045,West,"Office Supplies",Envelopes,OFF-EN-10000483,1,1.00,19.00
422,"2023-08-28 00:00:00","First Class",Consumer,"United States",Louisville,Colorado,80027,West,Technology,Accessories,TEC-AC-10004114,6,6.00,194.00
423,"2023-12-18 00:00:00","Standard Class",Corporate,"United States",Lawrence,Massachusetts,1841,East,Furniture,Furnishings,FUR-FU-10004712,4,1.80,58.20
424,"2022-10-17 00:00:00","Standard Class",Corporate,"United States",Lawrence,Massachusetts,1841,East,"Office Supplies",Storage,OFF-ST-10000918,3,1.50,28.50
425,"2023-04-01 00:00:00","Second Class",Consumer,"United States",Jackson,Mississippi,39212,South,Furniture,Chairs,FUR-CH-10000015,4,34.80,835.20
426,"2023-12-26 00:00:00","Second Class",Corporate,"United States",Canton,Michigan,48187,Central,Furniture,Furnishings,FUR-FU-10003347,2,1.20,28.80
427,"2023-11-07 00:00:00","Second Class",Corporate,"United States",Canton,Michigan,48187,Central,"Office Supplies",Binders,OFF-BI-10001543,8,11.60,278.40
428,"2023-06-03 00:00:00","First Class","Home Office","United States","New Rochelle","New York",10801,East,Technology,Machines,TEC-MA-10000029,1,2.10,67.90
429,"2022-02-18 00:00:00","Standard Class",Corporate,"United States","San Antonio",Texas,78207,Central,"Office Supplies",Art,OFF-AR-10000369,6,0.50,9.50
430,"2023-03-19 00:00:00","Standard Class","Home Office","United States",Gastonia,"North Carolina",28052,South,"Office Supplies",Binders,OFF-BI-10004584,2,7.60,182.40
431,"2023-03-10 00:00:00","Standard Class","Home Office","United States",Gastonia,"North Carolina",28052,South,Technology,Accessories,TEC-AC-10004659,7,12.30,397.70
432,"2023-09-23 00:00:00","Standard Class","Home Office","United States",Gastonia,"North Carolina",28052,South,Technology,Accessories,TEC-AC-10004659,5,14.50,275.50
433,"2022-04-15 00:00:00","Standard Class","Home Office","United States",Gastonia,"North Carolina",28052,South,"Office Supplies",Storage,OFF-ST-10000617,2,0.00,0.00
434,"2023-08-17 00:00:00","First Class",Consumer,"United States",Lowell,Massachusetts,1852,East,"Office Supplies",Storage,OFF-ST-10003306,5,28.40,681.60
435,"2022-02-13 00:00:00","Standard Class",Consumer,"United States",Jacksonville,Florida,32216,South,"Office Supplies",Binders,OFF-BI-10000773,2,0.00,0.00
436,"2023-10-25 00:00:00","Standard Class",Consumer,"United States",Jacksonville,Florida,32216,South,Technology,Accessories,TEC-AC-10002600,5,5.00,245.00
437,"2023-02-10 00:00:00","Second Class","Home Office","United States",Chicago,Illinois,60623,Central,Technology,Machines,TEC-MA-10002937,3,40.40,969.60
438,"2022-02-23 00:00:00","Second Class","Home Office","United States",Chicago,Illinois,60623,Central,"Office Supplies",Paper,OFF-PA-10001970,7,12.40,297.60
439,"2022-11-18 00:00:00","Standard Class",Corporate,"United States",Houston,Texas,77070,Central,"Office Supplies",Paper,OFF-PA-10002230,8,0.90,29.10
440,"2022-06-06 00:00:00","Second Class",Corporate,"United States","New York City","New York",10024,East,Furniture,Chairs,FUR-CH-10003396,3,10.50,199.50
441,"2022-01-09 00:00:00","Second Class",Consumer,"United States",Detroit,Michigan,48227,Central,Furniture,Furnishings,FUR-FU-10000246,1,0.30,9.70
442,"2023-05-30 00:00:00","Second Class",Consumer,"United States",Detroit,Michigan,48227,Central,"Office Supplies",Storage,OFF-ST-10000060,3,7.60,182.40
443,"2022-10-15 00:00:00","Second Class",Consumer,"United States",Detroit,Michigan,48227,Central,"Office Supplies",Storage,OFF-ST-10003058,3,2.80,67.20
444,"2022-12-15 00:00:00","Second Class",Consumer,"United States",Detroit,Michigan,48227,Central,"Office Supplies",Paper,OFF-PA-10002222,4,2.70,87.30
445,"2022-07-06 00:00:00","Second Class",Consumer,"United States",Detroit,Michigan,48227,Central,Furniture,Chairs,FUR-CH-10002372,3,9.60,230.40
446,"2022-03-13 00:00:00","Second Class",Consumer,"United States",Detroit,Michigan,48227,Central,"Office Supplies",Labels,OFF-LA-10001317,7,0.60,19.40
447,"2022-10-07 00:00:00","Second Class",Consumer,"United States",Columbus,Indiana,47201,Central,Furniture,Furnishings,FUR-FU-10000206,1,0.00,0.00
448,"2023-12-05 00:00:00","Second Class",Consumer,"United States",Auburn,"New York",13021,East,"Office Supplies",Art,OFF-AR-10000588,3,2.40,57.60
449,"2023-12-07 00:00:00","Second Class",Consumer,"United States",Auburn,"New York",13021,East,"Office Supplies",Storage,OFF-ST-10001469,3,6.40,153.60
450,"2022-03-14 00:00:00","Second Class",Consumer,"United States",Auburn,"New York",13021,East,"Office Supplies",Art,OFF-AR-10001953,6,5.20,254.80
451,"2023-07-21 00:00:00","Second Class",Consumer,"United States",Auburn,"New York",13021,East,"Office Supplies",Art,OFF-AR-10003156,3,1.20,28.80
452,"2022-04-04 00:00:00","Second Class",Consumer,"United States",Auburn,"New York",13021,East,"Office Supplies",Art,OFF-AR-10004974,3,0.40,9.60
453,"2023-03-16 00:00:00","Second Class",Consumer,"United States",Auburn,"New York",13021,East,Technology,Phones,TEC-PH-10002365,4,1.20,38.80
454,"2022-12-05 00:00:00","Standard Class",Corporate,"United States",Akron,Ohio,44312,East,Furniture,Tables,FUR-TA-10001539,2,11.20,268.80
455,"2023-12-23 00:00:00","Standard Class",Corporate,"United States",Akron,Ohio,44312,East,"Office Supplies",Storage,OFF-ST-10000142,2,13.40,656.60
456,"2022-11-08 00:00:00","Standard Class",Corporate,"United States",Norman,Oklahoma,73071,Central,Technology,Accessories,TEC-AC-10001772,4,3.00,57.00
457,"2023-03-26 00:00:00","Standard Class",Consumer,"United States",Concord,California,94521,West,Furniture,Chairs,FUR-CH-10000225,2,2.60,127.40
458,"2023-12-22 00:00:00","Standard Class",Consumer,"United States",Decatur,Illinois,62521,Central,Furniture,Chairs,FUR-CH-10002331,3,37.50,712.50
459,"2023-09-24 00:00:00","Standard Class",Consumer,"United States",Decatur,Illinois,62521,Central,"Office Supplies",Envelopes,OFF-EN-10001415,2,0.20,9.80
460,"2022-11-30 00:00:00","Standard Class",Consumer,"United States",Seattle,Washington,98115,West,"Office Supplies",Appliances,OFF-AP-10002472,4,3.00,97.00
461,"2023-02-04 00:00:00","Standard Class",Consumer,"United States",Seattle,Washington,98115,West,Technology,Accessories,TEC-AC-10004571,9,45.00,855.00
462,"2022-10-01 00:00:00","Standard Class",Consumer,"United States",Seattle,Washington,98115,West,"Office Supplies",Binders,OFF-BI-10001098,3,1.00,49.00
463,"2022-05-11 00:00:00","Standard Class","Home Office","United States",Phoenix,Arizona,85023,West,Furniture,Furnishings,FUR-FU-10000023,5,0.60,19.40
464,"2023-03-05 00:00:00","Standard Class","Home Office","United States",Phoenix,Arizona,85023,West,Furniture,Tables,FUR-TA-10001889,6,50.80,1219.20
465,"2023-02-09 00:00:00","Standard Class","Home Office","United States",Phoenix,Arizona,85023,West,"Office Supplies",Binders,OFF-BI-10000315,5,1.20,28.80
466,"2023-04-23 00:00:00","Standard Class","Home Office","United States",Phoenix,Arizona,85023,West,"Office Supplies",Supplies,OFF-SU-10003505,2,9.50,180.50
467,"2023-10-14 00:00:00","Standard Class","Home Office","United States",Phoenix,Arizona,85023,West,"Office Supplies",Appliances,OFF-AP-10002578,2,2.40,77.60
468,"2022-04-24 00:00:00","Standard Class","Home Office","United States","Park Ridge",Illinois,60068,Central,Furniture,Furnishings,FUR-FU-10002918,7,7.50,242.50
469,"2023-04-20 00:00:00","Standard Class",Corporate,"United States",Amarillo,Texas,79109,Central,Furniture,Bookcases,FUR-BO-10002824,2,10.50,199.50
470,"2022-12-04 00:00:00","Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,"Office Supplies",Binders,OFF-BI-10002194,3,0.00,0.00
471,"2022-11-20 00:00:00","Standard Class",Corporate,"United States",Lindenhurst,"New York",11757,East,"Office Supplies",Paper,OFF-PA-10004071,1,1.80,58.20
472,"2022-01-25 00:00:00","Second Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Storage,OFF-ST-10002743,3,6.80,333.20
473,"2023-10-27 00:00:00","Second Class",Consumer,"United States","San Francisco",California,94110,West,Furniture,Bookcases,FUR-BO-10001601,2,11.00,209.00
474,"2022-12-27 00:00:00","Second Class",Consumer,"United States","San Francisco",California,94110,West,Technology,Phones,TEC-PH-10002680,4,14.00,686.00
475,"2023-12-12 00:00:00","Second Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Storage,OFF-ST-10001321,6,2.70,87.30
476,"2022-07-16 00:00:00","Second Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Paper,OFF-PA-10001509,7,1.80,58.20
477,"2022-06-30 00:00:00","Second Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Paper,OFF-PA-10003465,5,3.60,86.40
478,"2023-08-06 00:00:00","Standard Class",Corporate,"United States","Los Angeles",California,90008,West,Technology,Phones,TEC-PH-10000149,6,4.00,96.00
479,"2022-02-01 00:00:00","Standard Class",Consumer,"United States",Troy,"New York",12180,East,Furniture,Furnishings,FUR-FU-10002671,3,1.60,38.40
480,"2023-07-03 00:00:00","Standard Class",Corporate,"United States","New York City","New York",10024,East,"Office Supplies",Art,OFF-AR-10003045,5,0.40,9.60
481,"2023-08-07 00:00:00","Standard Class",Corporate,"United States","New York City","New York",10024,East,"Office Supplies",Storage,OFF-ST-10000689,5,35.00,665.00
482,"2022-12-16 00:00:00","Standard Class",Consumer,"United States","San Diego",California,92024,West,Technology,Accessories,TEC-AC-10001445,3,0.20,9.80
483,"2023-02-03 00:00:00","Standard Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Art,OFF-AR-10002053,2,0.40,9.60
484,"2023-10-10 00:00:00","Standard Class",Consumer,"United States","New York City","New York",10024,East,Technology,Accessories,TEC-AC-10002567,2,6.40,153.60
485,"2023-10-15 00:00:00","First Class","Home Office","United States","Los Angeles",California,90045,West,"Office Supplies",Labels,OFF-LA-10003923,2,1.50,28.50
486,"2023-12-14 00:00:00","First Class","Home Office","United States","Los Angeles",California,90045,West,Furniture,Bookcases,FUR-BO-10001337,5,20.40,489.60
487,"2023-03-09 00:00:00","First Class","Home Office","United States","Los Angeles",California,90045,West,Technology,Phones,TEC-PH-10001924,5,14.00,266.00
488,"2023-04-28 00:00:00","First Class",Consumer,"United States",Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10001363,6,109.60,2630.40
489,"2022-12-22 00:00:00","Second Class","Home Office","United States",Huntsville,Texas,77340,Central,Technology,Phones,TEC-PH-10000376,1,0.50,9.50
490,"2023-06-06 00:00:00","Second Class","Home Office","United States",Huntsville,Texas,77340,Central,Technology,Accessories,TEC-AC-10000303,2,3.00,57.00
491,"2022-02-08 00:00:00","Second Class","Home Office","United States",Huntsville,Texas,77340,Central,"Office Supplies",Art,OFF-AR-10001953,2,2.80,67.20
492,"2023-01-08 00:00:00","Standard Class",Consumer,"United States",Rochester,"New York",14609,East,"Office Supplies",Storage,OFF-ST-10001809,5,18.00,432.00
493,"2023-01-03 00:00:00","Standard Class",Consumer,"United States",Rochester,"New York",14609,East,"Office Supplies",Envelopes,OFF-EN-10003845,3,0.50,9.50
494,"2023-06-26 00:00:00","Standard Class",Consumer,"United States",Seattle,Washington,98115,West,Technology,Accessories,TEC-AC-10000991,2,3.60,86.40
495,"2022-12-09 00:00:00","Second Class",Consumer,"United States",Memphis,Tennessee,38109,South,Furniture,Tables,FUR-TA-10001857,3,9.50,180.50
496,"2022-10-13 00:00:00","Standard Class",Consumer,"United States",Fayetteville,Arkansas,72701,South,"Office Supplies",Envelopes,OFF-EN-10001434,2,3.30,106.70
497,"2022-05-21 00:00:00","Standard Class",Consumer,"United States","Costa Mesa",California,92627,West,"Office Supplies",Binders,OFF-BI-10002498,8,2.40,117.60
498,"2022-08-28 00:00:00","Standard Class",Consumer,"United States","Costa Mesa",California,92627,West,Furniture,Furnishings,FUR-FU-10004864,4,5.20,254.80
499,"2022-04-10 00:00:00","Standard Class",Consumer,"United States","Costa Mesa",California,92627,West,Furniture,Chairs,FUR-CH-10002602,2,12.00,228.00
500,"2023-08-28 00:00:00","Standard Class",Consumer,"United States","Costa Mesa",California,92627,West,Furniture,Furnishings,FUR-FU-10000073,9,3.50,66.50
501,"2022-12-25 00:00:00","Standard Class",Corporate,"United States",Parker,Colorado,80134,West,"Office Supplies",Binders,OFF-BI-10001670,2,0.80,19.20
502,"2023-04-29 00:00:00","Standard Class",Corporate,"United States",Parker,Colorado,80134,West,"Office Supplies",Binders,OFF-BI-10001658,2,0.50,9.50
503,"2023-11-06 00:00:00","Standard Class",Corporate,"United States",Parker,Colorado,80134,West,Furniture,Chairs,FUR-CH-10001215,2,24.00,776.00
504,"2023-10-28 00:00:00","Standard Class",Corporate,"United States",Parker,Colorado,80134,West,"Office Supplies",Binders,OFF-BI-10000831,3,0.00,0.00
505,"2022-08-03 00:00:00","Standard Class",Corporate,"United States",Parker,Colorado,80134,West,"Office Supplies",Paper,OFF-PA-10000357,1,1.20,28.80
506,"2023-01-27 00:00:00","Second Class",Corporate,"United States","New York City","New York",10024,East,"Office Supplies",Binders,OFF-BI-10003274,5,0.60,19.40
507,"2022-07-28 00:00:00","Standard Class",Consumer,"United States",Atlanta,Georgia,30318,South,"Office Supplies",Art,OFF-AR-10001662,1,0.00,0.00
508,"2023-03-04 00:00:00","Standard Class",Consumer,"United States",Atlanta,Georgia,30318,South,"Office Supplies",Art,OFF-AR-10003856,3,0.20,9.80
509,"2022-10-10 00:00:00","Standard Class",Consumer,"United States",Atlanta,Georgia,30318,South,"Office Supplies",Storage,OFF-ST-10001228,3,2.00,48.00
510,"2023-12-10 00:00:00","Standard Class",Consumer,"United States",Atlanta,Georgia,30318,South,"Office Supplies",Binders,OFF-BI-10003527,5,190.50,6159.50
511,"2023-01-30 00:00:00","First Class",Consumer,"United States",Gladstone,Missouri,64118,Central,Furniture,Furnishings,FUR-FU-10001290,3,2.60,127.40
512,"2022-12-28 00:00:00","First Class",Consumer,"United States",Gladstone,Missouri,64118,Central,Technology,Accessories,TEC-AC-10002399,2,0.80,39.20
513,"2022-10-28 00:00:00","First Class",Consumer,"United States",Newark,Ohio,43055,East,"Office Supplies",Art,OFF-AR-10002053,3,0.40,9.60
514,"2023-09-28 00:00:00","Standard Class",Consumer,"United States","Los Angeles",California,90049,West,"Office Supplies",Art,OFF-AR-10003811,3,0.30,9.70
515,"2023-07-19 00:00:00","Standard Class",Consumer,"United States","Los Angeles",California,90049,West,"Office Supplies",Art,OFF-AR-10001246,2,0.30,9.70
516,"2022-01-04 00:00:00","Standard Class","Home Office","United States","Great Falls",Montana,59405,West,Technology,Copiers,TEC-CO-10003236,5,150.00,2850.00
517,"2022-08-25 00:00:00","Standard Class","Home Office","United States","Great Falls",Montana,59405,West,"Office Supplies",Storage,OFF-ST-10004507,3,2.00,48.00
518,"2022-09-03 00:00:00","Standard Class","Home Office","United States","Great Falls",Montana,59405,West,"Office Supplies",Paper,OFF-PA-10001667,2,0.30,9.70
519,"2022-11-10 00:00:00","Standard Class","Home Office","United States","Great Falls",Montana,59405,West,"Office Supplies",Storage,OFF-ST-10004459,3,56.50,1073.50
520,"2022-04-11 00:00:00","Standard Class",Consumer,"United States",Houston,Texas,77041,Central,Technology,Accessories,TEC-AC-10000171,1,0.80,19.20
521,"2023-03-24 00:00:00","Standard Class",Consumer,"United States",Houston,Texas,77041,Central,"Office Supplies",Storage,OFF-ST-10000736,2,5.20,124.80
522,"2022-05-24 00:00:00","Standard Class",Consumer,"United States",Houston,Texas,77041,Central,"Office Supplies",Binders,OFF-BI-10000285,9,0.30,9.70
523,"2023-12-17 00:00:00","First Class",Corporate,"United States",Detroit,Michigan,48234,Central,Furniture,Tables,FUR-TA-10001857,2,4.20,205.80
524,"2022-11-01 00:00:00","First Class",Consumer,"United States","Los Angeles",California,90032,West,Technology,Phones,TEC-PH-10003555,3,3.00,57.00
525,"2023-11-19 00:00:00","First Class",Consumer,"United States","Los Angeles",California,90032,West,Technology,Accessories,TEC-AC-10003832,2,2.80,67.20
526,"2022-07-18 00:00:00","Standard Class",Consumer,"United States",Lawrence,Massachusetts,1841,East,"Office Supplies",Fasteners,OFF-FA-10002815,5,0.80,19.20
527,"2023-01-06 00:00:00","Standard Class","Home Office","United States",Lakeland,Florida,33801,South,Furniture,Chairs,FUR-CH-10003379,3,13.60,666.40
528,"2023-11-22 00:00:00","Standard Class","Home Office","United States",Lakeland,Florida,33801,South,Furniture,Furnishings,FUR-FU-10001756,3,1.00,49.00
529,"2022-11-11 00:00:00","Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Storage,OFF-ST-10004963,3,2.00,38.00
530,"2022-01-29 00:00:00","Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Supplies,OFF-SU-10002881,1,13.40,656.60
531,"2023-01-02 00:00:00","Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Envelopes,OFF-EN-10001335,6,1.50,48.50
532,"2022-12-05 00:00:00","Second Class",Corporate,"United States","Los Angeles",California,90036,West,Furniture,Chairs,FUR-CH-10000595,1,5.70,184.30
533,"2023-05-14 00:00:00","Standard Class",Consumer,"United States","Los Angeles",California,90032,West,Furniture,Furnishings,FUR-FU-10000448,3,1.00,49.00
534,"2022-02-28 00:00:00","Second Class",Consumer,"United States",Montgomery,Alabama,36116,South,Technology,Phones,TEC-PH-10000984,5,29.40,950.60
535,"2023-06-05 00:00:00","Second Class",Consumer,"United States",Montgomery,Alabama,36116,South,"Office Supplies",Binders,OFF-BI-10002557,5,0.40,19.60
536,"2022-08-27 00:00:00","Standard Class",Consumer,"United States",Mesa,Arizona,85204,West,"Office Supplies",Storage,OFF-ST-10001325,2,1.00,19.00
537,"2022-10-26 00:00:00","Second Class",Consumer,"United States",Chicago,Illinois,60653,Central,"Office Supplies",Binders,OFF-BI-10002429,7,2.00,38.00
